-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.8079
-0.0031	69.8409	-10.0357	-0.0045	113.808
-0.0031	69.8409	-10.0357	-0.0045	113.808
-0.0031	69.8409	-10.0357	-0.0045	113.808
-0.0031	69.8409	-10.0357	-0.0045	113.808
-0.0031	69.8409	-10.0357	-0.0045	113.808
-0.0031	69.8409	-10.0357	-0.0045	113.808
-0.0031	69.8409	-10.0357	-0.0045	113.808
-0.0031	69.8409	-10.0357	-0.0045	113.808
-0.0031	69.8409	-10.0357	-0.0045	113.808
-0.0031	69.8409	-10.0357	-0.0045	113.808
-0.0031	69.8409	-10.0357	-0.0045	113.808
-0.0031	69.8409	-10.0357	-0.0045	113.808
-0.0031	69.8409	-10.0357	-0.0045	113.808
-0.0031	69.8409	-10.0357	-0.0045	113.808
-0.0031	69.8409	-10.0357	-0.0045	113.808
-0.0031	69.8409	-10.0357	-0.0045	113.808
-0.0031	69.8409	-10.0357	-0.0045	113.808
-0.0031	69.8409	-10.0357	-0.0045	113.8081
-0.0031	69.8409	-10.0357	-0.0045	113.8081
-0.0031	69.8409	-10.0357	-0.0045	113.8081
-0.0031	69.8409	-10.0358	-0.0045	113.8081
-0.0031	69.8409	-10.0358	-0.0045	113.8081
-0.0031	69.8409	-10.0358	-0.0045	113.8081
